contrast_0;dissimilarity_0;homogeneity_0;energy_0;correlation_0;contrast_45;dissimilarity_45;homogeneity_45;energy_45;correlation_45;contrast_90;dissimilarity_90;homogeneity_90;energy_90;correlation_90;contrast_135;dissimilarity_135;homogeneity_135;energy_135;correlation_135;Label
19.44188406;2.42754738;0.45322149;0.050171461;0.994192096;29.42423463;3.210433888;0.377649998;0.043170862;0.99115409;15.55983278;2.277826087;0.46364527;0.050442169;0.995329723;33.31992931;3.279280992;0.386297765;0.044532025;0.989983225;1
30.34624303;3.224169454;0.324391869;0.027393305;0.986166192;43.86057203;3.985000168;0.276315158;0.024807227;0.979900192;20.97350056;2.651694537;0.395299283;0.031378157;0.990400826;44.33215512;4.027975079;0.273444604;0.024745771;0.979684082;1
22.76701226;2.879565217;0.366402818;0.028089014;0.993754756;38.03517858;3.859677185;0.302848679;0.024061669;0.989569301;20.36830546;2.754080268;0.393420775;0.028459083;0.994435315;38.45377568;3.84000179;0.303240588;0.024075537;0.989454248;1
25.35272018;3.437558528;0.311751107;0.030201055;0.994026176;181.8798895;5.666983591;0.242278323;0.025907593;0.956548254;162.920078;4.560992196;0.298081133;0.029714378;0.96101222;177.6735719;5.421740249;0.251749429;0.026494176;0.957553191;1
16.93373467;2.35509476;0.462327803;0.067530727;0.997252042;98.53567633;4.016241429;0.363983291;0.058241638;0.983860886;82.77284281;2.896209588;0.476773685;0.063543948;0.98648819;94.93699176;3.821657476;0.37299292;0.058299355;0.984450313;1
46.63373467;3.019464883;0.394347952;0.04222395;0.99089478;78.48805942;4.128935918;0.321646226;0.038857524;0.984573144;45.50091416;3.001850613;0.392461658;0.042179196;0.991064183;72.2290914;3.928356506;0.327522078;0.039166376;0.985803253;1
29.76035674;3.219799331;0.356641343;0.022793109;0.997238526;53.56673863;4.359369582;0.297078076;0.019938191;0.995015565;36.29108138;3.461360089;0.355910564;0.022417358;0.996618499;60.35283722;4.575206094;0.290363396;0.019859575;0.994384151;1
8.113768116;1.329687848;0.567844414;0.046242964;0.995704064;28.46392099;2.038310533;0.478601821;0.04040485;0.984805124;24.60100334;1.548004459;0.5907489;0.048826887;0.986900135;29.96830013;2.0885225;0.481821328;0.040632663;0.984001941;1
26.1103456;3.0393534;0.348969436;0.031984015;0.989924936;54.25129473;4.330891153;0.284516325;0.028063744;0.978967637;38.93526198;3.613166109;0.341305454;0.03205268;0.984880111;58.21246966;4.485195915;0.280501568;0.028068253;0.97743333;1
1.447915273;0.760624303;0.681041331;0.088471879;0.995249462;3.462310265;1.244124786;0.553118862;0.071303187;0.988636727;2.196142698;0.946198439;0.633242715;0.081816836;0.992789031;2.989384906;1.168689388;0.565243402;0.073325102;0.990188925;1
52.89449275;3.962185061;0.293372123;0.022462368;0.988692144;104.2055458;6.022035548;0.205218136;0.017892289;0.977662334;58.88856187;4.685529543;0.2547984;0.020250763;0.987388711;93.4484178;5.702464178;0.216756643;0.018418554;0.979968106;1
81.05682274;5.560635452;0.243882516;0.028070311;0.992020942;132.6961332;7.275119965;0.188526992;0.026174884;0.986902281;59.236767;4.77690078;0.261843401;0.029364293;0.994165368;122.6062013;7.085614255;0.190903091;0.026234479;0.987898203;1
51.85814939;3.386889632;0.369259861;0.025063614;0.995254041;94.44588987;4.581011398;0.31081387;0.021351534;0.991331364;59.51603122;3.450724638;0.378854076;0.024269239;0.994531224;91.59661525;4.608930549;0.309561156;0.021753792;0.991592916;1
5.108974359;1.429331104;0.531714018;0.050650102;0.995978296;12.4604982;2.259985906;0.41049316;0.041322202;0.990100581;8.023444816;1.772095875;0.484306927;0.047462244;0.993657588;11.31447076;2.190277514;0.414405812;0.041873315;0.991011084;1
14.37303233;2.8196767;0.305553619;0.028681972;0.992379125;33.05053635;4.164953412;0.231401852;0.024159734;0.982477201;22.60865106;3.429654404;0.272684744;0.026436179;0.988041293;32.03625239;4.111531191;0.232931627;0.024005317;0.983014244;1
21.97132664;2.409810479;0.421650043;0.032140369;0.995293757;46.75113254;3.428865449;0.351546275;0.028709376;0.989918062;31.22441472;2.54245262;0.432112342;0.033114723;0.993279363;49.76721737;3.475520408;0.3450382;0.028520296;0.989267638;1
67.01340022;4.855317726;0.268498585;0.018944367;0.993597081;113.9032114;6.397299806;0.222687139;0.016884816;0.989097828;59.65270903;4.566778149;0.29147966;0.019762231;0.994305039;110.1064529;6.408910415;0.219771787;0.016747431;0.989461232;1
8.729286511;1.875841695;0.466052232;0.046734057;0.994530586;25.34854196;3.11342155;0.352753906;0.037767142;0.984029799;17.49152731;2.487625418;0.419164227;0.043115218;0.9890124;21.61793492;2.895236071;0.360424295;0.038596747;0.986380574;1
8.852229654;1.851917503;0.464879807;0.040787089;0.994006081;17.52960258;2.6439749;0.372534762;0.034501279;0.988090418;12.70599777;2.207848384;0.434035256;0.038844494;0.99137939;19.90453127;2.853178376;0.357826524;0.033703927;0.986476633;1
25.13458194;2.541850613;0.440723654;0.051045331;0.992344695;38.48566571;3.239035358;0.385959875;0.046640143;0.988262414;21.05275362;2.274425864;0.487637681;0.053122186;0.993627579;42.21270456;3.390901668;0.375791721;0.046425472;0.9871262;1
9.555607581;2.136254181;0.408111873;0.033031756;0.996940845;19.12866746;3.049428977;0.319837204;0.027914034;0.993882393;14.26198439;2.540289855;0.378915333;0.031724899;0.995449004;24.19913647;3.310399213;0.314344737;0.027741687;0.992260798;1
14.66068004;2.321839465;0.428455451;0.042539545;0.990353451;23.50950213;3.038299348;0.358366437;0.036519691;0.984536979;12.67907469;2.191649944;0.448133531;0.042074036;0.991714304;24.65434391;3.115077013;0.350537913;0.036121397;0.983783786;1
44.45536232;3.352530658;0.391366523;0.036157087;0.989887507;70.08133019;4.551593383;0.314528711;0.030465781;0.984012791;32.24993311;3.22754738;0.387676884;0.03489106;0.992691568;66.41441371;4.468014899;0.31553916;0.030363893;0.984849994;1
3.747123746;1.26754738;0.551754193;0.065490343;0.996783318;9.757765573;1.983780942;0.446100419;0.054624612;0.991633703;6.937636566;1.616098105;0.509080047;0.06019772;0.994077207;9.669343743;2.005760562;0.437599032;0.053695676;0.991709639;1
6.715496098;1.595540691;0.502734899;0.044148797;0.99430405;16.73941007;2.561157034;0.385852644;0.035927372;0.985746271;9.028963211;1.8896767;0.469251722;0.041641642;0.992324348;11.46710887;2.235690876;0.403989551;0.037307671;0.990235191;1
38.31559643;3.122307692;0.403936328;0.033032942;0.99245386;60.06731468;4.14212369;0.321314077;0.027505996;0.988146006;25.92751394;2.720758082;0.423230706;0.032950051;0.994929167;53.99267346;3.955649266;0.332708295;0.028507363;0.989344666;1
36.04751394;3.94960981;0.303800613;0.063614467;0.995822262;59.46111341;5.196485498;0.249430655;0.061836889;0.993081456;27.56018952;3.305273133;0.351159832;0.06554595;0.996808374;59.77614344;5.165546247;0.253138634;0.061806981;0.993044801;1
13.22457079;2.317725753;0.395083429;0.031227678;0.994367703;25.12474133;3.228968356;0.315095114;0.026744168;0.989258874;15.04172798;2.474860647;0.388525795;0.030416644;0.993595699;24.84492343;3.167492534;0.321245519;0.027004684;0.989378795;1
14.00633222;2.703634337;0.338672006;0.02714741;0.996207481;33.43493921;4.096699142;0.257213445;0.022764648;0.990937694;24.4487291;3.462508361;0.30040033;0.02509502;0.993381516;33.73002539;4.127135043;0.257706363;0.022630728;0.990857485;1
11.01198439;2.219944259;0.419786886;0.027352895;0.997760326;21.51405465;3.101911612;0.327891783;0.023253874;0.99558695;13.03370123;2.298049052;0.41532754;0.027717034;0.997326758;21.72850416;3.130904576;0.322064342;0.02291298;0.995542974;1
26.42128205;3.086544036;0.352634958;0.02553271;0.994815571;52.29127191;4.318475185;0.286620171;0.02232827;0.989689814;31.2496767;3.358327759;0.351032661;0.025641198;0.993840227;49.0339258;4.280623259;0.290815365;0.022480193;0.99033213;1
55.76047938;4.53122631;0.259360414;0.017646443;0.99384513;92.29985123;6.04045816;0.211242189;0.015320847;0.989813761;50.23948718;4.364949833;0.285554983;0.018005521;0.994476514;94.56587734;6.028523171;0.211519857;0.015356627;0.989563427;1
27.97144928;3.262396878;0.372162253;0.042952961;0.995930264;53.22790573;4.510598315;0.309232052;0.03978695;0.992227397;30.29082497;3.020523969;0.419204379;0.045514055;0.995594854;51.52304784;4.364626794;0.318985647;0.040042606;0.992476349;1
21.39817168;3.074738016;0.315027809;0.027620441;0.991815368;48.20781647;4.574188208;0.237866519;0.022899822;0.981487658;30.18768116;3.662530658;0.291651476;0.025571329;0.988460659;46.35930247;4.588226082;0.233763506;0.022727684;0.982197673;1
56.7073913;3.187257525;0.490786296;0.313214894;0.994555816;144.0172146;4.751098981;0.444617846;0.307977533;0.98616107;91.50537347;3.188294314;0.525272123;0.311867868;0.991214992;140.9439827;4.667184931;0.447661421;0.307890266;0.986456383;1
30.20635452;3.796454849;0.256804783;0.020385767;0.992634936;55.81352558;5.185165714;0.203709773;0.017735688;0.98636636;32.55218506;4.033076923;0.249407649;0.019871519;0.992049202;55.8230333;5.1933088;0.201504699;0.017575502;0.986363773;1
6.451114827;1.548238573;0.51955319;0.05347428;0.995830998;14.88841288;2.333653986;0.421271048;0.044962373;0.990369493;8.993756968;1.794693423;0.494274462;0.050562047;0.994198079;12.93080614;2.258419928;0.423209945;0.04484269;0.991635751;1
65.15503902;3.707235229;0.336793901;0.023097018;0.993980791;117.9810069;5.33293811;0.265585566;0.019673362;0.989069846;70.34343367;4.020245262;0.32630238;0.022369693;0.99347414;121.4265724;5.285880471;0.27248554;0.02010046;0.98875062;1
21.43240803;2.709687848;0.393456547;0.049984671;0.984786959;40.70986902;3.89471035;0.312922473;0.043560779;0.970606142;25.92113712;2.941248606;0.402900063;0.053171757;0.98137839;41.27911321;3.94921757;0.308746751;0.043194827;0.970197742;1
25.41610925;3.096867336;0.321915014;0.021504979;0.995277518;42.33970537;4.108119596;0.260543906;0.018985071;0.992088605;30.30306577;3.370713489;0.306150997;0.021006043;0.994325726;52.28294986;4.352837217;0.255759977;0.018457115;0.990230644;1
35.03511706;4.192218506;0.240881947;0.020646625;0.98921829;77.77590855;6.136888849;0.181412044;0.017349115;0.976080068;56.6242252;5.155797101;0.220521975;0.019122585;0.982606825;85.8729097;6.386774197;0.182835078;0.017167814;0.973589609;1
30.52506132;3.826332219;0.266947144;0.020123148;0.994497021;81.97749466;5.644836188;0.204642649;0.017724457;0.98518748;60.65516165;4.456744705;0.267140043;0.020676755;0.989019759;82.48828313;5.65882932;0.205071187;0.017725089;0.985095158;1
28.78264214;3.507993311;0.313173272;0.022818161;0.995075155;62.56300265;5.09836579;0.242444482;0.019338549;0.989253997;40.10351171;4.010133779;0.297676234;0.02200615;0.993103174;61.08541291;5.091990022;0.242394783;0.019310029;0.989507705;1
33.77454849;3.58083612;0.328143507;0.028663049;0.99177837;64.67521616;4.983825684;0.266881938;0.024880697;0.984160425;41.00618729;3.901884058;0.324018968;0.028310579;0.989950376;67.78099798;5.00460845;0.265978967;0.024769425;0.983399359;1
27.20405797;3.198327759;0.370460255;0.023637139;0.997658094;62.44724332;4.760461292;0.287852586;0.019768304;0.994614502;40.20493868;3.718851728;0.357060296;0.022879391;0.996524767;53.83617633;4.478540508;0.297628572;0.020152092;0.995357137;1
24.47810479;3.49696767;0.269715381;0.022009813;0.993946678;59.06891422;5.387523629;0.197820375;0.01823164;0.985422751;41.14231884;4.39826087;0.237040402;0.020196885;0.98986135;59.27303945;5.280063981;0.201058859;0.01833789;0.985372392;1
15.99018952;2.597591973;0.392143613;0.045198064;0.994445835;25.16757083;3.291417322;0.335264122;0.040436616;0.991262528;12.97634337;2.260044593;0.436630692;0.047892938;0.995499365;26.04036868;3.322233532;0.332571751;0.039630749;0.990958964;1
58.95081382;3.759977703;0.363921723;0.025950894;0.995159726;152.0305701;5.458451248;0.304811987;0.022185324;0.987512945;116.3228317;4.552374582;0.343665195;0.024147067;0.990429122;154.6330802;5.654612365;0.296666728;0.021838379;0.987299139;1
28.42301003;3.131638796;0.424063664;0.046060363;0.995959222;50.62535095;4.08582678;0.368387049;0.039994431;0.992791657;27.41088071;2.869788183;0.450526458;0.047883916;0.996097885;47.36562231;4.047471505;0.361304435;0.039995872;0.993255791;1
26.62376812;3.503901895;0.315351885;0.030379999;0.99371799;186.1256585;5.89279762;0.235870998;0.025495342;0.955461458;165.8457525;4.763433668;0.29222304;0.029493745;0.960247171;180.8381562;5.621905795;0.244971174;0.026021655;0.956726675;1
13.1316388;2.283210702;0.407879731;0.031933631;0.994407199;25.43903312;3.240981645;0.317591435;0.026798012;0.989124289;15.23178372;2.468350056;0.399389022;0.030791546;0.993514294;25.20418116;3.179841389;0.327301513;0.027171699;0.989224972;1
33.62978818;3.550568562;0.317422744;0.026266513;0.990671683;52.42979385;4.59681659;0.256428133;0.022803645;0.985427257;23.10841695;3.122909699;0.342563383;0.026370353;0.993632235;49.82157918;4.553092247;0.25652292;0.022565346;0.986151424;1
7.650947603;1.667246377;0.50457904;0.048493667;0.994063164;15.63539558;2.463126811;0.40054627;0.040613294;0.987859749;8.475284281;1.833701226;0.480220799;0.047340071;0.993442986;12.99257279;2.357143656;0.401249051;0.04080358;0.989912083;1
41.43479376;3.345652174;0.309551925;0.024854876;0.991125243;72.34923547;4.475251955;0.248413255;0.022133717;0.984409011;38.98564103;3.224882943;0.326971248;0.026940811;0.991594068;69.61295735;4.494580598;0.246901709;0.022023804;0.984998741;1
55.29322185;3.059977703;0.498417992;0.319219239;0.994747326;145.4896478;4.492768537;0.456679184;0.313469082;0.98616618;96.48238573;3.085328874;0.525305236;0.317905475;0.990834491;147.9211642;4.616525542;0.451064796;0.313497269;0.98593498;1
32.34995541;3.729821628;0.308327437;0.019786165;0.99700531;59.42012953;5.061811389;0.244857533;0.016797005;0.994481296;33.63936455;3.710089186;0.312997338;0.019323516;0.996873779;58.8269818;5.012773906;0.251852373;0.017056856;0.994536438;1
27.11693423;3.540724638;0.272313085;0.022004618;0.993442203;52.22194383;4.958870706;0.21216631;0.018843845;0.987375889;32.29198439;3.948216276;0.256450801;0.021028957;0.992194632;53.79320142;4.992897171;0.210895005;0.018821536;0.986996058;1
45.91035674;4.167926421;0.274017666;0.022036313;0.991090874;70.3272894;5.319000906;0.224902567;0.019503203;0.98632393;30.46700111;3.621783724;0.300437561;0.022389802;0.994127388;67.28529882;5.300376953;0.22244288;0.019292953;0.986914741;1
9.079364548;1.592697882;0.519476413;0.064713225;0.990054175;14.02960817;2.143454771;0.43544111;0.056051819;0.984575455;7.713600892;1.493154961;0.540980946;0.065290864;0.991618809;13.97587275;2.085110905;0.440257345;0.055498024;0.984634667;1
17.18125975;2.809732441;0.329578117;0.026965856;0.99267143;37.39675171;4.136094675;0.250045439;0.022607395;0.98399154;27.60177258;3.553232999;0.285269845;0.024439729;0.98821877;42.3522332;4.420375611;0.239756355;0.021939448;0.981869721;1
13.78298774;2.20122631;0.442188733;0.037762188;0.995177326;27.29593629;3.112068098;0.355895847;0.03217896;0.99037785;16.88386845;2.406008919;0.427378294;0.036807961;0.994057594;25.69413094;3.025637297;0.358530349;0.032144359;0.990942378;1
10.62885173;1.961047938;0.491964942;0.037765901;0.997679793;21.38869811;2.779510296;0.41038594;0.032439248;0.995322893;15.61476031;2.263991081;0.481112774;0.037247354;0.996577604;24.05135289;2.919262648;0.399340288;0.031846135;0.994740636;1
32.0390078;3.497848384;0.3335466;0.033203408;0.991823772;48.51908815;4.470677062;0.267013974;0.029982408;0.987585032;23.88684504;3.020222965;0.357884379;0.034530388;0.993900416;52.54224226;4.580138925;0.264989391;0.029932652;0.986555595;1
4.962764771;1.428628763;0.529699612;0.059955924;0.99350903;8.481527052;1.941801546;0.443087913;0.051163691;0.988902638;5.898316611;1.550668896;0.513816797;0.057735695;0.992309408;10.93657789;2.114775003;0.429712997;0.050423152;0.9856906;1
15.86888517;2.307190635;0.418558554;0.046370436;0.993032294;35.32311719;3.492936321;0.32129679;0.038733259;0.98447591;22.23054627;2.77580825;0.379295506;0.043147696;0.990267886;31.37955951;3.307166587;0.330072783;0.03902546;0.986208759;1
11.3312932;2.492296544;0.33573202;0.030112824;0.996290576;25.93007908;3.574445476;0.265109321;0.026316478;0.991515061;17.45415831;2.913199554;0.312772977;0.02899854;0.994285965;21.94156665;3.374302301;0.272521417;0.026647871;0.992820142;1
21.47542921;3.050434783;0.346014884;0.029020308;0.992657476;46.53037438;4.446885382;0.267621456;0.024351933;0.984060895;27.52525084;3.412140468;0.328340964;0.027900206;0.99058756;40.73456673;4.250903234;0.27416678;0.024700947;0.986046348;1
31.05020067;3.798784838;0.265179229;0.018532107;0.996149384;67.70015995;5.496851266;0.20697363;0.016100596;0.991609296;50.60249721;4.583879599;0.251996867;0.017895564;0.993725983;76.19506493;5.748649344;0.201531663;0.015831703;0.990556422;1
5.229620959;1.404470457;0.536788392;0.057152832;0.994535421;9.386002394;1.979798884;0.441842095;0.04890758;0.990159703;5.841415831;1.523065775;0.521053186;0.055474627;0.993919595;10.38094652;2.04947372;0.433448543;0.0477789;0.989116754;1
7.869810479;1.814671126;0.468548717;0.045255505;0.99421278;16.4218521;2.623997494;0.374143554;0.038354325;0.987885723;10.7271126;2.042787068;0.451044721;0.044502114;0.992083326;16.01948524;2.572007025;0.377941916;0.03838206;0.988183132;1
18.04294314;2.318952062;0.450031833;0.047594425;0.994652043;32.34178589;3.330589143;0.357638046;0.039342232;0.990414492;20.01278707;2.605585284;0.430058991;0.044949336;0.994090865;36.73022673;3.435587969;0.359918487;0.039765146;0.989113635;1
39.69541806;3.492675585;0.323091505;0.025127659;0.996301031;79.14886858;4.708851131;0.267681572;0.022502939;0.992614402;50.7351505;3.102173913;0.414368658;0.027793449;0.995282551;75.38432456;4.603125245;0.26845268;0.022670175;0.992965678;1
37.85344482;3.817814939;0.291267717;0.025192548;0.990483291;59.9977517;4.917920381;0.242408868;0.022112814;0.984921826;31.97423634;3.586142698;0.308765499;0.024891655;0.992016876;62.37496225;5.000861288;0.237993035;0.021960841;0.98432421;1
66.85023411;5.366867336;0.208450438;0.014693845;0.992748286;128.9862641;7.652162727;0.156809191;0.012458127;0.985993305;79.89779264;6.101360089;0.195192261;0.013886129;0.99133285;130.7487053;7.535810561;0.158239439;0.012549345;0.985802033;1
2.920992196;1.119364548;0.58668537;0.069221883;0.997559504;6.262849409;1.669455599;0.479597314;0.058016832;0.994769001;4.43793757;1.318160535;0.561373367;0.067405196;0.996293686;6.672128947;1.697822172;0.478379437;0.05836038;0.994427194;1
28.91394649;3.548372352;0.309727708;0.024726577;0.99285378;61.95626447;5.116564692;0.240466748;0.020895699;0.984657713;36.45287625;3.927435897;0.296776993;0.023999587;0.990989279;54.49380879;4.920560173;0.24487763;0.021180877;0.986505732;1
8.22916388;1.835607581;0.472772029;0.036750387;0.996567162;18.07745998;2.755908771;0.369036197;0.030580061;0.992434539;13.03079153;2.228249721;0.445896768;0.035607921;0.994553342;21.06364582;2.902059261;0.369836158;0.030580799;0.991184802;1
50.50638796;4.697580825;0.24457614;0.018305817;0.992869021;102.9061867;6.558494871;0.196097763;0.016152251;0.985439018;57.10557414;4.76787068;0.256645065;0.018875541;0.991917795;87.19830874;6.24811803;0.197027452;0.016270376;0.987661863;1
16.58911929;2.806845039;0.358739908;0.021612841;0.998375316;33.96061565;3.96797575;0.283432521;0.018080838;0.996658401;22.6580825;3.172887402;0.327799745;0.019742077;0.997771445;34.90539256;3.980906254;0.277983732;0.017842696;0.996565446;1
9.075540691;2.120824972;0.406485634;0.023457333;0.99924802;87.06640865;3.346763459;0.322528538;0.019970925;0.992771588;81.43645485;2.674537347;0.40109597;0.023141305;0.993222002;90.80056151;3.60663751;0.307015185;0.019626455;0.992461562;1
